Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,0.327083,0.365490,0.322504,0.348029,0.348029,26137786
2021-01-02,0.348199,0.349997,0.323871,0.330644,0.330644,22988116
2021-01-03,0.330748,0.417995,0.329468,0.395025,0.395025,47431519
2021-01-04,0.395823,0.452090,0.369507,0.393020,0.393020,56154026
2021-01-05,0.393401,0.475727,0.361706,0.452809,0.452809,69367380
2021-01-06,0.453065,0.494590,0.429065,0.450395,0.450395,63376448
2021-01-07,0.450828,0.487803,0.422057,0.429633,0.429633,45390653
2021-01-08,0.429855,0.449141,0.383387,0.418696,0.418696,43473179
2021-01-09,0.419080,0.477807,0.401726,0.460881,0.460881,42338751
2021-01-10,0.460914,0.485580,0.412456,0.438843,0.438843,25288432
2021-01-11,0.437702,0.437702,0.329137,0.382223,0.382223,51863697
2021-01-12,0.382117,0.410444,0.352584,0.390850,0.390850,27044438
2021-01-13,0.390828,0.439747,0.371948,0.432245,0.432245,37472182
2021-01-14,0.432352,0.453608,0.424396,0.439274,0.439274,29190799
2021-01-15,0.439566,0.491573,0.414012,0.482998,0.482998,49060134
2021-01-16,0.482841,0.580582,0.478580,0.534031,0.534031,87832660
2021-01-17,0.534111,0.612563,0.497394,0.573870,0.573870,82163129
2021-01-18,0.574219,0.620629,0.555807,0.565183,0.565183,56527208
2021-01-19,0.564895,0.647388,0.552452,0.591594,0.591594,78767402
2021-01-20,0.591059,0.630743,0.531549,0.593585,0.593585,75045085
2021-01-21,0.593610,0.595933,0.466997,0.476396,0.476396,71880775
2021-01-22,0.476167,0.543653,0.439368,0.512601,0.512601,61614236
2021-01-23,0.511971,0.565966,0.502224,0.547078,0.547078,58651408
2021-01-24,0.546855,0.594874,0.542601,0.567183,0.567183,54985489
2021-01-25,0.567276,0.675541,0.562577,0.608507,0.608507,105773136
2021-01-26,0.608170,0.625260,0.529583,0.599160,0.599160,91665433
2021-01-27,0.599919,0.602452,0.501802,0.527979,0.527979,68208556
2021-01-28,0.528058,0.579629,0.511742,0.558475,0.558475,57332502
2021-01-29,0.563868,0.569803,0.526566,0.558953,0.558953,29264974
2021-01-30,0.559246,0.590895,0.539219,0.558627,0.558627,49402211
2021-01-31,0.558584,0.586220,0.535074,0.544816,0.544816,43608211
2021-02-01,0.544828,0.573468,0.520986,0.570170,0.570170,40021050
2021-02-02,0.570435,0.584712,0.559954,0.567542,0.567542,38758582
2021-02-03,0.567600,0.619917,0.553161,0.619418,0.619418,48208940
2021-02-04,0.619847,0.722670,0.553543,0.680142,0.680142,98263094
2021-02-05,0.681250,0.787846,0.681250,0.736966,0.736966,40293129
2021-02-06,0.737588,0.750068,0.650594,0.701018,0.701018,88564046
2021-02-07,0.700914,0.717407,0.645966,0.695385,0.695385,21372850
2021-02-08,0.698555,0.794109,0.695743,0.750848,0.750848,96323756
2021-02-09,0.750770,0.864389,0.735815,0.842789,0.842789,98571489
2021-02-10,0.842982,0.940956,0.765962,0.904619,0.904619,120560497
2021-02-11,0.904418,1.157455,0.873109,1.108200,1.108200,166259825
2021-02-12,1.107022,1.374875,1.094168,1.147393,1.147393,240465110
2021-02-13,1.146227,1.220869,1.055988,1.149765,1.149765,150572250
2021-02-14,1.148851,1.157625,1.001319,1.081622,1.081622,105277275
2021-02-15,1.078499,1.080901,0.888957,0.978422,0.978422,98198355
2021-02-16,0.978117,1.105727,0.950703,1.033489,1.033489,105160635
2021-02-17,1.033883,1.130576,0.935439,1.068554,1.068554,113772272
2021-02-18,1.069370,1.219038,1.069370,1.177015,1.177015,81150427
2021-02-19,1.177218,1.197427,1.083333,1.108667,1.108667,53612745
2021-02-20,1.108451,1.240656,1.073607,1.142601,1.142601,89722172
2021-02-21,1.141669,1.333845,1.113646,1.256471,1.256471,101696807
2021-02-22,1.255205,1.284002,0.958252,1.099123,1.099123,88578922
2021-02-23,1.099357,1.099620,0.793494,0.906048,0.906048,79987390
2021-02-24,0.906363,1.012279,0.873853,0.928951,0.928951,45711833
2021-02-25,0.928957,0.977858,0.850529,0.853100,0.853100,30003988
2021-02-26,0.854093,0.886229,0.783853,0.840988,0.840988,31136748
2021-02-27,0.841650,0.958562,0.839031,0.895408,0.895408,32283987
2021-02-28,0.895016,0.907047,0.788394,0.839197,0.839197,27378694
2021-03-01,0.839662,0.949989,0.836393,0.939379,0.939379,13252422
2021-03-02,0.939334,1.081465,0.896113,1.075363,1.075363,67531766
2021-03-03,1.075120,1.188434,1.062933,1.091967,1.091967,100967201
2021-03-04,1.092067,1.118620,1.020636,1.085767,1.085767,45440571
2021-03-05,1.085361,1.157308,1.019863,1.100470,1.100470,56942420
2021-03-06,1.099960,1.325178,1.065209,1.316662,1.316662,71675224
2021-03-07,1.318522,1.670355,1.318522,1.486460,1.486460,389402687
2021-03-08,1.485347,1.504391,1.383496,1.464999,1.464999,115542419
2021-03-09,1.465687,1.520321,1.377075,1.467798,1.467798,108654474
2021-03-10,1.468212,1.554104,1.311612,1.356416,1.356416,89272599
2021-03-11,1.355540,1.396144,1.314331,1.344022,1.344022,119219839
2021-03-12,1.345116,1.504641,1.322574,1.372358,1.372358,139513113
2021-03-13,1.373649,1.428623,1.311123,1.428623,1.428623,85775981
2021-03-14,1.427243,1.607386,1.382857,1.494659,1.494659,123439728
2021-03-15,1.490386,1.608587,1.388525,1.441287,1.441287,113326439
2021-03-16,1.440577,1.463419,1.365868,1.417919,1.417919,57922099
2021-03-17,1.417667,1.458939,1.351754,1.434511,1.434511,54091089
2021-03-18,1.433535,1.490926,1.410347,1.426883,1.426883,48961706
2021-03-19,1.426018,1.545372,1.379366,1.533357,1.533357,50422889
2021-03-20,1.532434,1.628962,1.484264,1.484371,1.484371,71966446
2021-03-21,1.481641,1.640320,1.456448,1.615013,1.615013,57395714
2021-03-22,1.612578,1.698795,1.431165,1.459480,1.459480,95010193
2021-03-23,1.457360,1.498817,1.390549,1.399248,1.399248,56061247
2021-03-24,1.398067,1.499335,1.233588,1.251574,1.251574,57158427
2021-03-25,1.250734,1.285151,1.161769,1.208785,1.208785,55665973
2021-03-26,1.208518,1.431362,1.207253,1.406318,1.406318,68642011
2021-03-27,1.406482,1.427311,1.347125,1.371330,1.371330,35542050
2021-03-28,1.371376,1.484472,1.366128,1.440400,1.440400,51528861
2021-03-29,1.440419,1.547197,1.428178,1.541312,1.541312,53306426
2021-03-30,1.541458,1.565125,1.480869,1.509647,1.509647,44938901
2021-03-31,1.509687,1.524380,1.406841,1.434848,1.434848,46920547
2021-04-01,1.434941,1.482038,1.434231,1.461334,1.461334,38746962
2021-04-02,1.461059,1.482213,1.433421,1.456081,1.456081,39397487
2021-04-03,1.456366,1.523923,1.388508,1.391460,1.391460,49786691
2021-04-04,1.391673,1.539256,1.373830,1.507873,1.507873,45934535
2021-04-05,1.507880,1.647354,1.430462,1.618644,1.618644,78208657
2021-04-06,1.616783,1.662644,1.489474,1.584947,1.584947,72353484
2021-04-07,1.584544,1.679984,1.449569,1.498768,1.498768,83300735
2021-04-08,1.499774,1.824282,1.486343,1.817588,1.817588,123421499
2021-04-09,1.818558,1.832806,1.703888,1.748004,1.748004,82977876
2021-04-10,1.746380,1.941328,1.719507,1.769694,1.769694,91683729
2021-04-11,1.767773,1.780827,1.710709,1.715911,1.715911,45297569
2021-04-12,1.717160,1.732430,1.635202,1.668562,1.668562,52272971
2021-04-13,1.666821,1.697985,1.598765,1.684448,1.684448,49846253
2021-04-14,1.685479,1.725884,1.578734,1.679265,1.679265,54524918
2021-04-15,1.679657,1.834491,1.640079,1.759011,1.759011,84625205
2021-04-16,1.757933,1.761347,1.616778,1.698587,1.698587,70753065
2021-04-17,1.697834,1.763997,1.662592,1.669511,1.669511,49232321
