Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,0.340451,0.345637,0.332069,0.336925,0.336925,0
2021-01-02,0.336934,0.362982,0.331293,0.357389,0.357389,0
2021-01-03,0.357387,0.464369,0.355952,0.452771,0.452771,0
2021-01-04,0.448516,0.532012,0.420883,0.479516,0.479516,0
2021-01-05,0.479901,0.521024,0.455256,0.507334,0.507334,0
2021-01-06,0.507477,0.557958,0.490973,0.557958,0.557958,0
2021-01-07,0.556889,0.587832,0.538588,0.565051,0.565051,0
2021-01-08,0.565454,0.587668,0.496439,0.565128,0.565128,0
2021-01-09,0.564771,0.601528,0.545429,0.591128,0.591128,0
2021-01-10,0.591012,0.621852,0.551170,0.582570,0.582570,0
2021-01-11,0.582325,0.582325,0.426704,0.502005,0.502005,0
2021-01-12,0.502928,0.530191,0.467229,0.480744,0.480744,0
2021-01-13,0.481378,0.523316,0.458825,0.521484,0.521484,0
2021-01-14,0.521655,0.573982,0.504273,0.562033,0.562033,0
2021-01-15,0.562121,0.576908,0.503193,0.540657,0.540657,0
2021-01-16,0.540614,0.594768,0.534058,0.569659,0.569659,0
2021-01-17,0.569080,0.583893,0.541792,0.567242,0.567242,0
2021-01-18,0.567528,0.581035,0.547754,0.580091,0.580091,0
2021-01-19,0.580033,0.660777,0.578762,0.635371,0.635371,0
2021-01-20,0.635402,0.648526,0.573584,0.638201,0.638201,0
2021-01-21,0.637698,0.637888,0.506771,0.517310,0.517310,0
2021-01-22,0.517426,0.586680,0.482837,0.570351,0.570351,0
2021-01-23,0.570453,0.586894,0.554020,0.567722,0.567722,0
2021-01-24,0.567905,0.643621,0.565268,0.642201,0.642201,0
2021-01-25,0.642005,0.677148,0.602037,0.611045,0.611045,0
2021-01-26,0.611006,0.634843,0.578216,0.624844,0.624844,0
2021-01-27,0.626065,0.631147,0.560672,0.578181,0.578181,0
2021-01-28,0.578145,0.625710,0.565683,0.615171,0.615171,0
2021-01-29,0.614732,0.659246,0.596162,0.637901,0.637901,0
2021-01-30,0.637813,0.646983,0.612904,0.634671,0.634671,0
2021-01-31,0.634857,0.636149,0.594437,0.606638,0.606638,0
2021-02-01,0.606656,0.633810,0.587912,0.631218,0.631218,0
2021-02-02,0.631593,0.711843,0.628701,0.699423,0.699423,0
2021-02-03,0.699019,0.766123,0.696628,0.766123,0.766123,0
2021-02-04,0.766244,0.779289,0.720545,0.735768,0.735768,0
2021-02-05,0.735728,0.809934,0.735728,0.792437,0.792437,0
2021-02-06,0.792882,0.801954,0.760781,0.774148,0.774148,0
2021-02-07,0.774058,0.779682,0.692817,0.744611,0.744611,0
2021-02-08,0.744708,0.817128,0.725072,0.806292,0.806292,0
2021-02-09,0.806064,0.838067,0.789913,0.815925,0.815925,0
2021-02-10,0.815948,0.843021,0.778339,0.804967,0.804967,0
2021-02-11,0.804968,0.833718,0.788555,0.823085,0.823085,0
2021-02-12,0.823223,0.859016,0.804934,0.851093,0.851093,0
2021-02-13,0.850790,0.863519,0.817137,0.837291,0.837291,0
2021-02-14,0.837212,0.852923,0.826045,0.833098,0.833098,0
2021-02-15,0.833046,0.846313,0.777123,0.819973,0.819973,0
2021-02-16,0.821194,0.841950,0.798230,0.821965,0.821965,0
2021-02-17,0.821963,0.855468,0.801490,0.852915,0.852915,0
2021-02-18,0.853063,0.899880,0.852947,0.894439,0.894439,0
2021-02-19,0.894133,0.908946,0.876010,0.904974,0.904974,0
2021-02-20,0.904617,0.939746,0.844790,0.886692,0.886692,0
2021-02-21,0.885781,0.911121,0.872405,0.893546,0.893546,0
2021-02-22,0.893281,0.893673,0.729459,0.822184,0.822184,0
2021-02-23,0.822506,0.822506,0.636335,0.724150,0.724150,0
2021-02-24,0.724649,0.789619,0.697335,0.750316,0.750316,0
2021-02-25,0.750665,0.770808,0.676125,0.681545,0.681545,0
2021-02-26,0.681037,0.719492,0.649782,0.667358,0.667358,0
2021-02-27,0.667345,0.703756,0.661693,0.673834,0.673834,0
2021-02-28,0.673778,0.677663,0.600168,0.653486,0.653486,0
2021-03-01,0.653507,0.723491,0.653507,0.722175,0.722175,0
2021-03-02,0.722113,7.962452,0.710661,7.462769,7.462769,30
2021-03-03,7.463044,8.251803,7.409529,7.880910,7.880910,32
2021-03-04,7.879266,8.114769,7.555517,7.709184,7.709184,31
2021-03-05,7.709571,7.739391,7.254457,7.665972,7.665972,31
2021-03-06,7.666375,10.014639,7.595705,9.939756,9.939756,26
2021-03-07,9.928449,10.385545,9.819387,10.337782,10.337782,27
2021-03-08,10.338923,11.011153,10.025652,11.010790,11.010790,29
2021-03-09,11.008367,11.206984,10.825598,11.197227,11.197227,30
2021-03-10,11.205828,11.242820,10.598943,10.793015,10.793015,29
2021-03-11,10.794997,11.062913,10.407703,10.955579,10.955579,29
2021-03-12,10.957170,11.036984,10.376963,10.640005,10.640005,28
2021-03-13,10.632615,11.624420,0.914119,0.924002,0.924002,0
2021-03-14,0.923860,0.926772,0.885694,0.890674,0.890674,0
2021-03-15,0.890228,0.906852,0.840163,0.860081,0.860081,0
2021-03-16,0.860053,0.872225,0.825660,0.867542,0.867542,0
2021-03-17,0.867383,0.883150,0.839641,0.874788,0.874788,0
2021-03-18,0.875292,1.883482,0.818778,1.841139,1.841139,2
2021-03-19,1.840905,1.901145,1.803339,1.876748,1.876748,2
2021-03-20,1.876806,1.935750,1.870719,1.872705,1.872705,2
2021-03-21,1.871654,1.882721,1.821580,1.846457,1.846457,0
2021-03-22,1.846441,1.870966,1.728815,1.746494,1.746494,0
2021-03-23,1.746404,1.781278,1.716672,1.734397,1.734397,0
2021-03-24,1.733307,1.797097,1.621933,1.645898,1.645898,0
2021-03-25,1.645295,1.678851,1.611176,1.647748,1.647748,0
2021-03-26,1.647304,1.758370,1.646661,1.758370,1.758370,0
2021-03-27,1.758287,1.789245,1.728835,1.773147,1.773147,0
2021-03-28,1.772384,1.784867,1.727122,1.746717,1.746717,0
2021-03-29,1.746427,1.897007,1.738538,1.879010,1.879010,0
2021-03-30,1.878934,1.921568,1.852332,1.906421,1.906421,0
2021-03-31,1.906141,2.011259,1.851382,1.980897,1.980897,0
2021-04-01,1.980824,2.053819,1.974439,2.041741,2.041741,0
2021-04-02,2.041657,2.222536,2.024518,2.213009,2.213009,0
2021-04-03,2.212669,2.214802,2.094618,2.094689,2.094689,0
2021-04-04,2.094468,2.179067,2.072463,2.161094,2.161094,0
2021-04-05,2.161275,2.210696,2.098562,2.173732,2.173732,0
2021-04-06,2.176520,2.221267,2.124605,2.188261,2.188261,0
2021-04-07,2.187353,2.202644,2.008786,2.039554,2.039554,0
2021-04-08,2.035256,2.159616,2.022867,2.156406,2.156406,0
2021-04-09,2.156578,2.171343,2.122079,2.139577,2.139577,0
2021-04-10,2.138547,2.268530,2.129952,2.205186,2.205186,0
2021-04-11,2.205488,2.235690,2.188889,2.227810,2.227810,0
2021-04-12,2.227910,2.271342,2.179083,2.211029,2.211029,0
2021-04-13,2.209011,2.393911,2.208191,2.379454,2.379454,0
2021-04-14,2.374049,2.529449,2.358949,2.513048,2.513048,0
2021-04-15,2.514392,2.627109,2.488391,2.599487,2.599487,0
2021-04-16,2.601139,2.630504,2.394171,2.514079,2.514079,0
2021-04-17,2.511131,2.578700,2.409668,2.423693,2.423693,0
2021-04-18,2.421245,2.442480,2.077270,2.308236,2.308236,0
2021-04-19,2.309978,2.350909,2.154631,2.237203,2.237203,0
2021-04-20,2.236720,2.422215,2.127222,2.403303,2.403303,0
2021-04-21,2.406083,2.547533,2.311248,2.439924,2.439924,0
2021-04-22,2.441748,2.727089,2.391368,2.481794,2.481794,0
2021-04-23,2.479441,2.518968,2.185970,2.443206,2.443206,0
2021-04-24,2.440545,2.444835,2.234143,2.286426,2.286426,0
2021-04-25,2.283636,2.430736,2.243252,2.388388,2.388388,0
2021-04-26,2.391471,2.618921,2.383474,2.618921,2.618921,0
2021-04-27,2.617005,2.763536,2.566299,2.747273,2.747273,0
2021-04-28,2.749568,2.847261,2.647568,2.834852,2.834852,0
2021-04-29,2.835802,2.889074,2.759110,2.847369,2.847369,0
2021-04-30,2.846641,2.887094,2.816999,2.863586,2.863586,0
2021-05-01,2.863503,3.047540,2.845641,3.042812,3.042812,0
2021-05-02,3.041811,3.082080,2.953665,3.048734,3.048734,0
2021-05-03,3.048175,3.562371,3.047266,3.530930,3.530930,0
2021-05-04,3.542802,3.638314,3.284308,3.345699,3.345699,0
2021-05-05,3.359568,3.656773,3.317720,3.637485,3.637485,0
2021-05-06,3.639703,31.851265,3.496496,31.417925,31.417925,132
2021-05-07,31.410948,34.265285,30.332359,31.369057,31.369057,132
2021-05-08,31.362560,35.551483,31.083918,35.127857,35.127857,0
2021-05-09,35.123829,35.831333,33.695904,35.391232,35.391232,0
2021-05-10,35.359604,37.777260,33.160065,35.586296,35.586296,0
2021-05-11,35.570644,37.603878,34.055004,37.518311,37.518311,0
2021-05-12,37.518311,39.261154,34.424225,34.424225,34.424225,0
2021-05-13,34.072636,36.293072,31.944666,33.483204,33.483204,0
2021-05-14,33.436337,37.539154,33.330601,36.684895,36.684895,0
2021-05-15,36.711517,37.162670,32.814365,32.829025,32.829025,0
2021-05-16,32.743099,34.910065,30.158564,32.275127,32.275127,0
2021-05-17,32.287556,32.289890,28.161079,29.403534,29.403534,0
2021-05-18,29.541580,32.062187,29.217636,30.476900,30.476900,0
2021-05-19,30.420631,30.941422,17.572142,22.291056,22.291056,0
2021-05-20,22.146112,26.938307,19.532063,25.011230,25.011230,0
2021-05-21,25.058647,26.443846,8.890640,10.216606,10.216606,1
2021-05-22,10.225381,10.449869,9.121082,9.651813,9.651813,1
2021-05-23,9.657804,10.030982,7.309357,8.890992,8.890992,0
2021-05-24,8.874791,11.243343,8.795112,11.110479,11.110479,0
2021-05-25,11.121323,11.571226,10.072814,11.345339,11.345339,0
2021-05-26,11.386517,12.249381,11.157096,12.142108,12.142108,0
2021-05-27,12.152466,12.152692,11.117187,11.520846,11.520846,0
2021-05-28,11.512134,11.616780,9.828838,10.176570,10.176570,0
2021-05-29,10.180304,10.798854,9.290900,9.580964,9.580964,0
2021-05-30,9.589688,10.400247,9.208208,10.059194,10.059194,0
